ID,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
435229,2012-06-01,present,mechanical engineer,Raipur,m,1990-07-07,82.0,0,2007,53.0,0,11982,2,B.Tech/B.E.,mechanical engineering,71.0,11982,0,Orissa,2012,275,395,555,0.490636955889964,-1,-1,-1,383,-1,-1,-1,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,320000
1089260,2013-06-01,present,software engineer,Gurgaon ,m,1990-05-07,67.7,state board,2007,56.3,state board,14029,2,B.Tech/B.E.,computer science & engineering,81.7,14029,0,Orissa,2013,360,565,570,0.911395278391328,575,-1,500,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692,450000
242972,2013-01-01,2015-04-01 00:00:00,software engineer,Noida,m,1990-07-03,84.4,cbse,2007,82.2,cbse,55,2,B.Tech/B.E.,electronics and communication engineering,71.1,55,0,Uttar Pradesh,2011,554,605,525,0.538386892985096,-1,333,-1,-1,-1,500,-1,-0.7264,0.5008,0.8171,-0.1727,0.1864,340000
606946,2014-10-01,present,software engineer,-1,m,1992-01-19,91.68,state board,2009,69.16,state board,9159,2,B.Tech/B.E.,information technology,66.0,9159,1,Karnataka,2013,555,610,590,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,0.7785,-0.995,-0.0943,350000
64897,2010-12-01,2014-09-01 00:00:00,software developer,Bangalore,f,1988-02-13,80.64,0,2006,71.66,0,1070,2,B.Tech/B.E.,information technology,69.03,1070,1,Karnataka,2010,445,395,415,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-1.3599,-0.2902,-0.2875,400000
625377,2013-08-01,2015-04-01 00:00:00,systems engineer,-1,m,1991-11-27,90.8,cbse,2009,82.2,cbse,9019,2,B.Tech/B.E.,mechanical engineering,75.0,9019,0,Haryana,2013,580,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,0.1282,0.5454,1.547,-0.7415,0.4805,390000
326334,2012-03-01,2015-04-01 00:00:00,assistant manager,Chennai,f,1990-08-25,74.6,stateboard,2008,83.75,stateboard,439,2,B.Tech/B.E.,computer engineering,70.0,439,1,Tamil Nadu,2012,325,375,335,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.7794,-0.2902,0.0679,325000
813008,2014-06-01,2014-08-01 00:00:00,it technician,Bhopal,m,1992-09-21,69.0,state board,2010,76.0,state board,13388,2,B.Tech/B.E.,mechanical engineering,7.56,13388,0,Madhya Pradesh,2014,380,475,605,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.9953,-0.9531,-1.6807,-0.8682,-0.8608,180000
924485,2014-04-01,present,php developer,Lucknow,m,1991-11-19,72.0,cbse,2009,54.0,cbse,429,2,B.Tech/B.E.,computer science & engineering,64.0,429,0,Uttar Pradesh,2014,335,535,400,0.486747008438193,395,-1,376,-1,-1,-1,-1,-1.1644,-0.2871,0.6248,0.1459,-0.0943,145000
463002,2013-09-01,2014-09-01 00:00:00,.net developer,-1,m,1990-07-23,56.0,up,2006,65.0,up,7627,2,B.Tech/B.E.,electronics and communication engineering,67.2,7627,0,Uttar Pradesh,2013,495,464,554,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.8192,-0.2012,-0.7068,0.1798,-0.6035,120000
203097,2012-06-01,present,senior quality engineer,Bangalore,f,1990-02-19,84.3,"board ofsecondary education,ap",2007,95.8,"board of intermediate education,ap",1141,2,B.Tech/B.E.,computer engineering,78.0,1141,0,Andhra Pradesh,2011,515,585,525,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.5269,1.3549,-0.4455,420000
479885,2013-02-01,present,electrical engineer,Nagari,m,1987-05-03,85.0,state board,2005,60.5,state board,4042,2,B.Tech/B.E.,electronics and electrical engineering,63.1,4042,0,Tamil Nadu,2012,305,355,415,0.229481754911755,185,266,-1,-1,-1,-1,-1,-0.7264,-1.4883,-0.4891,1.3549,-0.4455,130000
609211,2014-01-01,present,business technology analyst,Bangalore,f,1991-07-17,92.2,cbse,2009,81.8,cbse,285,1,B.Tech/B.E.,instrumentation and control engineering,85.5,285,0,Punjab,2013,580,655,750,0.694479327708463,435,366,-1,-1,-1,-1,-1,0.1282,0.3789,0.4711,-1.3753,1.0554,700000
731810,2013-12-01,2015-04-01 00:00:00,software engineer,Chennai,m,1992-07-27,91.17,state board,2009,87.2,state board,8819,2,B.Tech/B.E.,information technology,68.5,8819,1,Telangana,2013,555,605,735,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.4711,-1.3753,-0.4776,310000
1149902,2014-07-01,present,business systems consultant,Hyderabad,m,1993-03-23,89.5,state board,2010,93.9,state board,2590,2,B.Tech/B.E.,computer science & engineering,75.67,2590,0,Andhra Pradesh,2014,535,625,645,0.622642915849938,595,-1,407,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,0.0192,-1.244,145000
1101730,2014-04-01,2015-04-01 00:00:00,software engineer,Bangalore,m,1992-01-25,78.0,icse,2009,69.0,icse,2085,2,B.Tech/B.E.,computer science & engineering,70.0,2085,0,West Bengal,2013,650,545,620,0.744758354008939,545,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.01,-0.6147,1.0554,370000
698109,2014-02-01,2015-04-01 00:00:00,systems engineer,-1,m,1990-09-12,79.5,icse,2008,78.0,icse,6408,2,B.Tech/B.E.,electronics and communication engineering,81.3,6408,0,Uttar Pradesh,2013,570,520,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-1.4517,-0.7866,-0.1437,0.9066,0.6721,360000
595845,2014-08-01,present,application developer,Bangalore,f,1991-12-10,94.8,icse,2010,93.0,icse,44,2,B.Tech/B.E.,information technology,74.3,44,0,Uttar Pradesh,2014,650,555,500,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.6048,1.5404,0.2889,340000
230211,2012-01-01,2013-04-01 00:00:00,project assistant,DELHI,m,1989-07-15,72.0,cbse,2007,69.0,cbse,35,1,B.Tech/B.E.,electronics and electrical engineering,70.0,35,1,Delhi,2011,555,365,565,0.00815477523532182,-1,133,-1,-1,-1,-1,-1,0.2009,-2.6193,-2.3759,-0.0552,0.1864,120000
687289,2014-07-01,present,software test engineer,Pune,f,1991-12-18,66.2,cbse,2009,65.4,cbse,7770,2,B.Tech/B.E.,information technology,74.68,7770,0,Madhya Pradesh,2013,555,554,565,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.8463,-0.2871,0.7785,1.4136,0.6721,300000
192948,2012-01-01,present,system engineer,New Delhi,f,1989-04-26,95.4,cbse,2007,93.2,cbse,893,2,B.Tech/B.E.,computer engineering,79.7,893,0,Uttar Pradesh,2011,585,625,615,0.98374996654107,635,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,0.0914,-0.2902,0.3444,500000
1023622,2014-08-01,present,software engineer,-1,m,1993-03-01,88.6,state board,2010,92.0,state board,14342,2,B.Tech/B.E.,computer science & engineering,73.0,14342,0,Andhra Pradesh,2014,875,510,500,0.744758354008939,485,-1,438,-1,-1,-1,-1,-0.0154,0.3789,0.1637,0.0192,0.2889,305000
271036,2011-12-01,present,quality associate,Bangalore,m,1988-08-25,88.64,karnataka board,2006,65.16,karnataka board,1629,2,B.Tech/B.E.,computer engineering,74.81,1629,1,Karnataka,2011,435,485,465,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.2266,-0.4778,-0.344,-0.1727,-1.8386,530000
820734,2015-03-01,present,entry level management trainee,Alwar,m,1992-12-07,68.0,state board,2010,56.0,state board,1129,2,B.Tech/B.E.,electrical engineering,68.4,1129,0,Rajasthan,2014,500,350,400,0.557389505646088,315,228,-1,-1,420,-1,-1,-1.5953,-1.1196,0.7785,0.5262,-1.0524,240000
449899,2012-08-01,2013-09-01 00:00:00,software developer,Lucknow,m,1990-09-12,79.0,up board,2007,83.4,up board,4439,2,B.Tech/B.E.,computer engineering,73.3,4439,0,Uttar Pradesh,2012,425,515,595,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.4374,0.9688,0.8171,0.4442,0.9763,150000
121509,2011-02-01,present,quality associate,Bangalore,f,1989-05-27,84.6,0,2006,81.0,0,1294,2,B.Tech/B.E.,electronics and communication engineering,73.9,1294,0,Tamil Nadu,2010,435,525,475,0.824666400671332,345,400,-1,-1,-1,-1,-1,0.6646,0.0328,0.0914,0.0623,0.0284,520000
1115290,2014-04-01,2014-07-01 00:00:00,quality controller,pune,m,1991-07-15,72.0,cbse,2009,60.0,cbse,221,2,B.Tech/B.E.,electronics engineering,62.5,221,0,Maharashtra,2013,560,370,370,0.649389714846691,-1,356,346,-1,-1,-1,-1,0.2718,0.3789,0.1637,-0.8682,-0.6692,110000
651807,2013-07-01,present,software engineer,Bangalore,m,1991-07-31,84.0,icse,2009,87.0,icse,3356,2,B.Tech/B.E.,computer science & engineering,78.5,3356,1,Karnataka,2013,780,630,650,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.2974,0.1459,-0.8608,600000
619423,2013-11-01,2014-11-01 00:00:00,product design engineer,-1,m,1992-06-03,79.2,state board,2009,89.33,state board,9099,2,B.Tech/B.E.,electrical engineering,77.0,9099,0,Tamil Nadu,2013,380,400,470,0.610611987546704,395,-1,-1,-1,433,-1,-1,-1.0208,-0.7866,-1.0659,-0.3612,-2.5853,40000
1081706,2014-08-01,present,technical support engineer,Bangalore,m,1992-08-26,78.2,cbse,2010,86.8,"board of intermediate education, ap",4752,2,B.Tech/B.E.,electronics & telecommunications,70.0,4752,0,Andhra Pradesh,2014,665,655,680,0.649389714846691,-1,356,-1,-1,-1,356,-1,-0.159,0.8784,0.4711,-0.1076,0.4805,570000
990494,2014-10-01,2015-03-01 00:00:00,java developer,banglore,f,1992-07-01,86.0,state board,2010,88.0,state board,11788,2,B.Tech/B.E.,computer science and technology,73.0,11788,0,Andhra Pradesh,2014,405,350,310,0.144789889482462,355,-1,284,-1,-1,-1,-1,-0.7335,0.3789,1.3933,1.2869,1.4386,220000
274016,2011-06-01,2013-05-01 00:00:00,software engineer,Chennai,m,1990-06-02,68.5,board of secondary education,2007,85.2,board of intermediate education,7077,2,B.Tech/B.E.,information technology,73.4,7077,0,Andhra Pradesh,2011,575,425,425,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-1.1901,-2.1513,-0.1988,0.8848,-1.5513,290000
1242036,2015-03-01,present,web developer,Bangalore,m,1991-12-05,84.0,cbse,2009,84.0,cbse,6545,2,B.Tech/B.E.,computer science & engineering,67.0,6545,0,Uttar Pradesh,2014,665,530,560,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.8772,0.2124,-0.1437,-0.1076,0.8637,320000
1023314,2015-03-01,present,software engineer,Hyderabad,m,1993-06-16,86.5,state board,2010,91.0,state board,14342,2,B.Tech/B.E.,electronics and communication engineering,72.85,14342,0,Andhra Pradesh,2014,465,540,485,-1.0,375,-1,-1,-1,-1,-1,-1,0.7419,-0.0873,-0.7585,0.1459,0.7941,180000
988732,2014-09-01,present,software developer,New Delhi,m,1993-01-10,68.0,state board,2009,65.6,state board,137,2,B.Tech/B.E.,computer science & engineering,63.33,137,0,Uttar Pradesh,2014,420,530,380,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,-0.7866,-1.0659,-1.6289,-1.0524,95000
1045712,2013-08-01,2014-02-01 00:00:00,software engineer,Gurgaon,m,1990-07-01,65.17,state board,2008,66.2,state board,8159,2,B.Tech/B.E.,information technology,74.78,8159,0,Uttar Pradesh,2013,510,595,605,0.911395278391328,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973,95000
642720,2014-02-01,2015-04-01 00:00:00,asp.net developer,-1,m,1989-02-09,51.83,state board,2006,58.0,state board,6874,2,MCA,computer application,68.0,6874,0,Uttarakhand,2013,335,450,650,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.3027,-0.4536,-0.7585,0.2727,0.0973,240000
30142,2010-07-01,2014-11-01 00:00:00,engineer,sonepat,m,1986-10-07,76.0,icse,2004,78.0,icse,350,2,B.Tech/B.E.,mechanical engineering,64.25,350,0,Uttar Pradesh,2010,545,445,535,-1.0,335,-1,-1,-1,-1,-1,-1,-1.6538,-1.3713,0.0914,0.8848,-1.3934,320000
211252,2012-03-01,2015-04-01 00:00:00,systems engineer,Mumbai,m,1988-07-23,83.0,ssc,2005,88.0,board of intermediate,495,2,MCA,computer application,82.0,495,1,Telangana,2011,535,505,515,0.987207085890868,645,-1,-1,-1,-1,-1,-1,0.6646,0.1888,-0.0537,-0.6428,-0.2875,495000
353081,2013-03-01,present,project engineer,-1,m,1989-10-31,75.3,matric board,2008,73.6,state board,9481,2,B.Tech/B.E.,information technology,65.6,9481,0,Tamil Nadu,2012,615,535,495,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.7419,0.9688,-0.0537,-0.2609,0.1864,355000
827501,2014-09-01,present,entry level sales and marketing,Nashik,m,1992-06-17,86.2,cbse,2010,82.0,cbse,47,1,B.Tech/B.E.,electronics and electrical engineering,78.9,47,1,Delhi,2014,640,535,545,0.557389505646088,385,-1,-1,-1,420,-1,-1,-1.7389,-1.6191,-1.9881,0.653,-1.6273,300000
1193792,2014-04-01,2015-04-01 00:00:00,software engineer,Mysore,m,1990-10-10,80.0,state board,2008,79.3,state board,4562,2,B.Tech/B.E.,computer science & engineering,65.7,4562,0,Telangana,2012,570,675,485,0.23780283983757,515,-1,315,-1,-1,-1,-1,0.1282,-0.4536,1.3933,-0.6147,-0.8608,200000
794209,2015-04-01,present,software engineer,Navi Mumbai,m,1992-03-09,85.2,icse,2010,81.5,icse,8350,2,B.Tech/B.E.,computer science & engineering,57.64,8350,0,Uttar Pradesh,2014,545,385,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,1.0859,0.653,0.2889,400000
1201536,2014-06-01,present,dba,Chennai,m,1991-07-14,89.9,state board,2009,84.5,state board,8524,2,B.Tech/B.E.,electronics and communication engineering,68.0,8524,0,Karnataka,2013,675,485,485,-1.0,455,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.7415,0.4805,360000
664758,2013-10-01,2015-04-01 00:00:00,associate software engineer,Bangalore,f,1989-02-11,73.0,cbse,2006,74.0,cbse,13478,2,MCA,computer application,78.0,13478,0,Haryana,2013,285,560,545,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.5591,-0.1206,-0.7585,-0.7415,0.0973,300000
358114,2013-02-01,2015-04-01 00:00:00,software engineer,Gurgaon,f,1990-12-07,81.4,cbse,2008,83.6,cbse,167,2,B.Tech/B.E.,information technology,73.0,167,0,Haryana,2012,505,515,515,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-2.5811,0.9688,-0.9245,0.5323,-0.0506,450000
1098954,2012-06-01,2013-12-01 00:00:00,web developer,Aurangabad,m,1989-12-01,84.93,state board,2008,81.5,state board,11603,2,B.Tech/B.E.,information technology,65.18,11603,0,Maharashtra,2012,640,520,465,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.7335,1.2114,0.3174,-0.6147,0.6721,105000
530601,2014-06-01,present,software engineer,Bangalore,m,1990-11-03,92.3,cbse,2009,87.4,cbse,11759,2,B.Tech/B.E.,information technology,81.89,11759,0,Uttarakhand,2013,345,470,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2782,0.5008,-1.0697,0.5323,0.1864,290000
229508,2012-03-01,2014-10-01 00:00:00,test engineer,Bangalore,m,1990-03-06,83.0,national public school,2007,90.0,jawahar higher secondary school,1245,2,B.Tech/B.E.,electronics and communication engineering,68.0,1245,1,Tamil Nadu,2011,505,425,465,0.538386892985096,-1,333,-1,-1,-1,340,-1,-0.4173,-1.3713,0.3817,2.1774,0.0284,280000
921123,2014-09-01,present,database administrator,Mumbai,f,1993-07-11,90.76,state board,2010,92.5,state board,6196,2,B.Tech/B.E.,information technology,75.5,6196,0,Maharashtra,2014,570,475,590,0.842248322257836,535,-1,469,-1,-1,-1,-1,1.1336,0.5454,0.1637,-2.0092,-0.2859,325000
1095283,2014-03-01,present,software eng,Hyderabad,m,1992-04-16,84.0,state board,2009,86.0,state board,13024,2,B.Tech/B.E.,electronics and communication engineering,65.59,13024,0,Andhra Pradesh,2013,560,595,680,0.155908502722861,385,-1,-1,-1,-1,260,-1,1.1336,0.0459,-0.1437,-1.6289,-0.6692,335000
811379,2014-06-01,present,systems engineer,-1,m,1992-05-21,73.6,cbse,2009,78.3,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,74.4,47,1,Delhi,2014,605,570,620,0.338786347219528,505,292,-1,-1,-1,-1,-1,-1.308,-0.1206,-0.1437,0.2727,1.0554,325000
624224,2014-09-01,present,associate software engineer,Mumbai,m,1991-05-10,82.6,cbse,2009,76.0,cbse,5815,2,B.Tech/B.E.,information technology,69.43,5815,0,Madhya Pradesh,2013,370,385,385,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.2772,-0.2871,-0.6048,-1.7556,-0.0943,300000
1289956,2014-12-01,2015-04-01 00:00:00,project engineer,Raipur,m,1993-02-09,80.4,state board,2010,60.2,state board,6851,2,B.Tech/B.E.,electronics and communication engineering,81.0,6851,0,West Bengal,2014,370,335,565,0.649389714846691,625,356,376,-1,-1,-1,-1,1.8517,0.0459,0.4711,0.2727,1.247,210000
282180,2011-11-01,2012-02-01 00:00:00,embedded software engineer,Bangalore,m,1987-07-18,67.7,up board,2005,78.2,up board,4439,2,B.Tech/B.E.,information technology,71.0,4439,0,Uttar Pradesh,2011,515,475,485,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.8331,0.1798,0.8183,500000
919418,2015-02-01,present,software developer,Noida,m,1992-04-02,81.0,cbse,2010,68.0,cbse,7376,2,B.Tech/B.E.,computer science & engineering,63.4,7376,0,Uttar Pradesh,2014,570,435,265,0.744758354008939,365,-1,438,-1,-1,-1,-1,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,180000
742427,2013-08-01,present,software test engineer,-1,f,1992-11-18,91.33,state board,2009,94.7,state board,5931,2,B.Tech/B.E.,electronics and communication engineering,81.11,5931,0,Andhra Pradesh,2013,475,425,515,0.868736585485218,445,-1,-1,-1,-1,420,-1,-1.0208,-1.2861,-1.0659,-0.995,-0.6692,300000
514215,2013-12-01,present,software engineer,Mumbai,m,1992-05-03,78.0,maharashtra state board,2009,83.0,maharashtra state board,231,2,B.Tech/B.E.,electronics & telecommunications,64.86,231,0,Maharashtra,2013,300,470,575,0.229481754911755,-1,266,-1,-1,-1,393,-1,0.0464,-0.2793,-0.4891,0.7673,-0.0506,335000
632512,2013-11-01,2014-02-01 00:00:00,business development manager,New Delhi,m,1992-09-22,88.0,cbse,2009,83.0,cbse,9737,2,B.Tech/B.E.,electronics and communication engineering,72.0,9737,0,Uttar Pradesh,2013,625,555,590,0.0587928000083534,345,200,-1,-1,-1,-1,-1,0.5591,0.8784,1.0859,-0.8682,0.2889,240000
224757,2012-07-01,2014-11-01 00:00:00,embedded software engineer,Belgaum,f,1989-10-14,91.8,0,2008,87.66,0,8099,2,B.Tech/B.E.,electronics and communication engineering,79.8,8099,0,Karnataka,2011,625,515,565,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.6343,-0.0552,-1.8673,400000
1251221,2014-07-01,2015-04-01 00:00:00,junior system analyst,NAVI MUMBAI,m,1992-04-01,57.0,state board,2008,69.6,state board,485,2,B.Tech/B.E.,computer science & engineering,61.06,485,0,Uttar Pradesh,2013,510,530,510,0.486747008438193,475,-1,376,-1,-1,-1,-1,0.8463,0.5454,1.0859,-1.7556,0.8637,210000
47476,2014-05-01,present,oracle dba,Chennai,f,1988-06-10,94.7,cbse,2006,94.7,state board,434,2,B.Tech/B.E.,electronics and communication engineering,67.0,434,1,Tamil Nadu,2010,525,585,535,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-0.7264,0.9688,-1.0697,0.5323,-0.1295,205000
123610,2012-10-01,2014-01-01 00:00:00,product development engineer,Mumbai,m,1988-05-10,77.2,mhsbse,2007,72.46,msbte,1277,2,B.Tech/B.E.,industrial & production engineering,62.0,1277,1,Maharashtra,2011,395,365,305,0.304510913720196,315,-1,-1,340,-1,-1,-1,0.51,0.1888,1.2525,1.3549,0.0284,200000
317627,2011-01-01,2014-02-01 00:00:00,telecom engineer,New Delhi,m,1988-05-23,78.4,cbse,2005,61.8,cbse,110,2,B.Tech/B.E.,electronics and communication engineering,62.6,110,0,Haryana,2010,525,465,645,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.6646,0.5008,0.672,0.76733,-0.168999999999999,180000
63890,2011-08-01,2015-04-01 00:00:00,software engineer,Bangalore,f,1984-12-06,78.5,"hse,orissa",2006,71.0,"scte and vt ,orissa",11013,2,B.Tech/B.E.,electronics & telecommunications,75.0,11013,0,Orissa,2010,305,365,525,0.824666400671332,365,400,-1,-1,-1,-1,-1,-0.880999999999999,-1.2153,-0.7794,0.8848,0.0284,610000
644505,2013-12-01,2014-11-01 00:00:00,information security analyst,-1,m,1992-01-08,91.6,state board,2009,86.6,state board,13371,2,B.Tech/B.E.,computer science & engineering,85.6,13371,0,Union Territory,2013,500,570,545,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.2772,0.3789,-2.6028,-0.8682,0.0973,200000
350244,2012-09-01,present,system engineer,-1,f,1992-01-30,84.8,cbse,2008,78.0,cbse,9019,2,B.Tech/B.E.,computer engineering,78.0,9019,0,Haryana,2012,585,595,675,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.3803,1.8249,-0.2875,400000
113192,2011-02-01,2015-04-01 00:00:00,software engineer,Gurgaon,m,1989-02-20,86.8,cbse,2005,62.0,cbse,1015,2,B.Tech/B.E.,computer engineering,71.9,1015,0,Rajasthan,2010,765,605,555,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,0.3448,0.3817,-0.0552,1.1343,620000
1240608,2015-01-01,2015-05-01 00:00:00,database developer,-1,m,1992-07-25,84.0,cbse,2011,77.0,cbse,14363,2,B.Tech/B.E.,computer science & engineering,73.08,14363,0,Punjab,2015,605,425,320,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.1644,-1.1196,-0.1437,0.5262,-1.6273,405000
963123,2014-06-01,2015-06-01 00:00:00,programmer analyst,Hyderabad,m,1993-06-28,88.0,state board,2010,90.0,state board,9173,2,B.Tech/B.E.,computer science & engineering,76.0,9173,1,Telangana,2014,625,555,630,0.356536487724475,475,-1,346,-1,-1,-1,-1,0.4155,0.8027,0.1357,-0.995,-0.6692,335000
1131892,2014-12-01,2015-04-01 00:00:00,java developer,Raipur,m,1990-08-07,74.0,state board,2009,81.0,state board,3668,2,B.Tech/B.E.,computer science & engineering,71.64,3668,0,Chhattisgarh,2013,360,460,270,0.978799292641428,415,-1,561,-1,-1,-1,-1,1.1336,0.5454,2.008,-1.2486,-0.0943,95000
745677,2014-05-01,2015-01-01 00:00:00,programmer analyst,HYDERABAD,f,1991-12-06,74.0,cbse,2009,62.0,cbse,3158,2,B.Tech/B.E.,electronics and communication engineering,71.0,3158,1,Telangana,2013,465,450,295,0.538386892985096,375,333,253,-1,-1,-1,-1,-0.5899,-1.8855,-0.2974,1.1601,0.166999999999999,205000
182616,2011-07-01,2014-01-01 00:00:00,senior php developer,Lucknow,m,1990-09-26,54.0,cbse,2007,53.0,cbse,429,2,B.Tech/B.E.,information technology,73.0,429,0,Uttar Pradesh,2011,475,495,575,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.9629,-0.2793,-0.6343,-0.2902,0.1864,275000
298494,2013-02-01,present,java software engineer,Bangalore,m,1990-05-09,75.36,kseeb,2007,60.16,pu board,2963,2,B.Tech/B.E.,electronics and communication engineering,57.81,2963,0,Karnataka,2011,375,445,335,0.376059586651545,-1,300,-1,-1,-1,313,-1,-0.880999999999999,0.0328,0.8171,-0.9953,0.0284,280000
614047,2015-02-01,present,engineering manager,Gurgaon,m,1993-06-02,79.0,cbse,2010,79.4,cbse,272,2,B.Tech/B.E.,mechanical engineering,68.58,272,0,Punjab,2014,510,560,720,0.459015840492937,355,-1,-1,376,-1,-1,-1,0.2718,-0.2871,-0.6048,1.1601,-1.6273,115000
753317,2014-02-01,present,system engineer,chennai,m,1992-06-09,85.0,state board,2009,88.3,state board,11000,2,B.Tech/B.E.,electronics and communication engineering,75.52,11000,1,Telangana,2013,545,655,445,0.338786347219528,385,292,-1,-1,-1,-1,-1,-0.0154,-0.6201,-0.4511,-0.2344,-1.244,335000
65707,2010-12-01,2015-03-01 00:00:00,software engineer,Bangalore,m,1988-10-03,84.16,0,2006,80.4,0,1648,2,B.Tech/B.E.,electronics & telecommunications,63.6,1648,1,Karnataka,2010,535,475,415,0.0587928000083534,365,200,-1,-1,-1,-1,-1,-1.4992,-0.1232,0.0914,2.2949,-1.2354,630000
837421,2015-02-01,2015-04-01 00:00:00,.net web developer,-1,f,1993-09-01,71.3,state board,2010,79.2,state board,11368,2,B.Tech/B.E.,computer science & engineering,80.05,11368,0,Uttar Pradesh,2014,465,475,650,0.23780283983757,475,-1,315,-1,-1,-1,-1,-1.4517,-0.6201,1.0859,1.6672,-0.2859,305000
1035858,2014-02-01,2015-04-01 00:00:00,technology analyst,-1,m,1992-04-01,85.38,state board,2009,83.34,state board,215,2,B.Tech/B.E.,computer science & engineering,58.8,215,1,Maharashtra,2013,605,510,605,0.978799292641428,495,-1,561,-1,-1,-1,-1,0.4155,1.0449,1.2396,-1.6289,0.4805,490000
1265819,2014-08-01,2015-04-01 00:00:00,software engineer,Mumbai,m,1992-07-24,82.0,state board,2009,79.23,state board,5050,2,B.Tech/B.E.,electronics and communication engineering,70.0,5050,0,Rajasthan,2013,605,565,645,-1.0,545,-1,-1,-1,-1,-1,-1,0.7027,1.2114,0.9322,-1.1218,0.2889,240000
829759,2014-04-01,present,professor,Bangalore,m,1991-06-07,74.0,state board,2010,50.0,state board,462,2,B.Tech/B.E.,mechatronics,65.0,462,1,Karnataka,2014,440,375,470,0.459015840492937,-1,-1,-1,376,-1,-1,-1,-0.4463,0.2124,0.3174,0.3995,-0.4776,215000
913446,2014-06-01,2015-04-01 00:00:00,software development engineer,Coimbatore,m,1992-12-24,77.8,state board,2010,85.4,state board,15022,1,B.Tech/B.E.,computer science & engineering,63.0,15022,0,Tamil Nadu,2014,720,570,515,0.744758354008939,495,-1,438,-1,-1,-1,-1,0.2718,0.0459,0.1637,1.4136,-2.2021,370000
1149020,2014-11-01,2015-04-01 00:00:00,software engineer,Chennai,f,1991-12-15,72.45,state board,2009,73.63,state board,451,2,B.Tech/B.E.,electronics and communication engineering,66.45,451,1,Tamil Nadu,2013,615,460,310,-1.0,455,-1,-1,-1,-1,-1,-1,-0.8772,0.2124,0.1637,0.1459,-0.4776,300000
898265,2014-07-01,present,software development engineer,Noida,m,1991-12-16,80.0,cbse,2010,83.6,cbse,66,2,B.Tech/B.E.,computer science & engineering,71.36,66,0,Uttar Pradesh,2014,625,560,635,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.159,0.2124,-0.4511,-0.2344,-0.6692,350000
